"CUST_ID","TARGET","AGE","GENDER","BALANCE","OCCUPATION","AGE_BKT","SCR","HOLDING_PERIOD","ACC_TYPE","ACC_OP_DATE","LEN_OF_RLTN_IN_MNTH","NO_OF_L_CR_TXNS","NO_OF_L_DR_TXNS","TOT_NO_OF_L_TXNS","NO_OF_BR_CSH_WDL_DR_TXNS","NO_OF_ATM_DR_TXNS","NO_OF_NET_DR_TXNS","NO_OF_MOB_DR_TXNS","NO_OF_CHQ_DR_TXNS","FLG_HAS_CC","AMT_ATM_DR","AMT_BR_CSH_WDL_DR","AMT_CHQ_DR","AMT_NET_DR","AMT_MOB_DR","AMT_L_DR","FLG_HAS_ANY_CHGS","AMT_OTH_BK_ATM_USG_CHGS","AMT_MIN_BAL_NMC_CHGS","NO_OF_IW_CHQ_BNC_TXNS","NO_OF_OW_CHQ_BNC_TXNS","AVG_AMT_PER_ATM_TXN","AVG_AMT_PER_CSH_WDL_TXN","AVG_AMT_PER_CHQ_TXN","AVG_AMT_PER_NET_TXN","AVG_AMT_PER_MOB_TXN","FLG_HAS_NOMINEE","FLG_HAS_OLD_LOAN","random"
"C18202",0,26,"F",1585087.83,"SELF-EMP","26-30",153,9,"SA","6/26/2007",119,3,2,5,1,0,0,0,1,0,0,330060,0,0,0,330060,0,0,0,0,0,0,330060,0,0,0,1,0,0.807856043800712
"C15927",0,38,"M",279197.61,"SAL","36-40",633,1,"CA","3/2/2002",183,66,65,131,0,20,20,24,1,0,109600,0,99320,960844,29203,1198967,1,200,0,1,0,5480,0,99320,48042.2,1216.79,1,1,0.807975302217528
"C5337",0,28,"M",388909.14,"SAL","26-30",119,19,"SA","11/28/2003",162,6,6,12,3,1,1,0,1,0,7700,438260,0,299446,0,745406,0,0,0,0,0,7700,146086.67,0,299446,0,1,1,0.8080337587744
"C5542",0,44,"M",16638.64,"SAL","41-45",302,31,"CA","5/12/2011",73,59,1,60,0,1,0,0,0,1,15800,0,0,0,0,15800,0,0,0,0,0,15800,0,0,0,0,1,0,0.808034416055307
"C5774",0,47,"F",353517.15,"PROF","46-50",448,22,"SA","5/14/2010",85,0,3,3,1,1,0,0,1,0,11700,63340,84640,0,0,159680,0,0,0,0,0,11700,63340,84640,0,0,1,1,0.808122819056734
"C17567",0,34,"F",1050241.35,"PROF","31-35",966,7,"SA","12/24/2014",29,2,2,4,0,0,0,0,2,0,0,0,73700,0,0,73700,0,0,0,0,0,0,0,36850,0,0,1,0,0.808142240392044
"C16056",0,32,"M",294003.72,"SELF-EMP","31-35",951,8,"SA","4/30/2012",61,8,6,14,2,1,1,0,2,0,13100,399160,96290,654874,0,1163424,0,0,0,0,0,13100,199580,48145,654874,0,1,1,0.808175844606012
"C14856",0,24,"F",1631366.22,"SELF-EMP","<25",419,5,"CA","2/18/2004",159,13,16,29,8,2,0,1,5,0,37100,134180,49490,0,29219,249989,0,0,0,0,0,18550,16772.5,9898,0,29219,1,0,0.808177737519145
"C2119",0,34,"M",379053.25,"SELF-EMP","31-35",300,27,"SA","7/8/2005",143,3,1,4,0,1,0,0,0,0,1800,0,0,0,0,1800,0,0,0,0,0,1800,0,0,0,0,1,0,0.808187514077872
"C11048",0,34,"M",185714.57,"SENP","31-35",313,27,"SA","4/2/2014",38,3,2,5,1,0,0,1,0,0,0,381210,0,0,66259,447469,0,0,0,0,0,0,381210,0,0,66259,1,0,0.808247254928574
"C5417",0,26,"F",405131.05,"PROF","26-30",793,17,"CA","10/24/2007",115,25,1,26,0,1,0,0,0,1,18100,0,0,0,0,18100,0,0,0,0,0,18100,0,0,0,0,1,1,0.808263777755201
"C9483",0,42,"M",176266.88,"SAL","41-45",645,21,"SA","5/12/2008",109,4,3,7,2,1,0,0,0,0,5500,932810,0,0,0,938310,1,0,0,0,0,5500,466405,0,0,0,1,1,0.808343135518953
"C8790",0,31,"M",448392.68,"SELF-EMP","31-35",174,25,"SA","6/24/2005",143,6,4,10,1,0,3,0,0,1,0,396620,0,288467,0,685087,0,0,0,0,0,0,396620,0,96155.67,0,1,1,0.808415411738679
"C4580",0,21,"M",565506.78,"SAL","<25",189,20,"SA","3/4/2000",207,7,7,14,2,1,0,0,4,1,200,614440,18690,0,0,633330,0,0,0,0,0,200,307220,4672.5,0,0,1,0,0.808449758449569
"C12145",0,35,"M",44857.42,"PROF","31-35",169,29,"CA","10/9/2007",116,22,2,24,2,0,0,0,0,0,0,317190,0,0,0,317190,1,0,0,0,0,0,158595,0,0,0,1,1,0.808604255318642
"C17831",0,48,"F",100076.96,"PROF","46-50",276,9,"SA","4/12/2010",86,6,5,11,1,1,1,0,2,1,7400,581050,48930,792255,0,1429635,0,0,0,0,0,7400,581050,24465,792255,0,1,1,0.808697507483885
"C13580",1,55,"M",600331.65,"PROF",">50",872,14,"SA","11/7/2011",67,6,5,11,1,1,1,0,2,1,7100,86330,56900,398331,0,548661,0,0,0,0,0,7100,86330,28450,398331,0,0,0,0.808700469555333
"C2018",0,38,"M",120744.96,"SAL","36-40",310,28,"SA","8/13/2006",130,14,4,18,3,0,1,0,0,0,0,524430,0,781810,0,1306240,0,0,0,0,0,0,174810,0,781810,0,1,1,0.808766101719812
"C6741",0,26,"M",258095.83,"SELF-EMP","26-30",303,10,"SA","1/27/2009",100,12,6,18,3,1,1,0,1,0,1200,476710,0,383657,0,861567,0,0,0,0,0,1200,158903.33,0,383657,0,1,0,0.80876655690372
"C1363",0,55,"F",1224048.47,"PROF",">50",322,27,"SA","2/6/2001",196,7,1,8,0,0,1,0,0,1,0,0,0,810490,0,810490,0,0,0,0,0,0,0,0,810490,0,1,1,0.808913757558912
"C15608",0,33,"M",175675.52,"SELF-EMP","31-35",120,7,"SA","8/28/2008",105,15,8,23,5,1,1,0,1,0,7700,778920,0,236765,0,1023385,0,0,0,0,0,7700,155784,0,236765,0,1,0,0.80895755183883
"C15527",0,34,"M",3368610.63,"SAL","31-35",327,1,"SA","1/12/2001",197,11,10,21,1,1,0,1,7,0,15500,312920,874380,0,34036,1236836,0,0,0,0,0,15500,312920,124911.43,0,34036,1,1,0.809002072084695
"C15114",0,30,"M",273157.08,"SAL","26-30",738,7,"SA","12/27/2006",125,2,2,4,0,0,0,0,2,1,0,0,37440,0,0,37440,0,0,0,0,0,0,0,18720,0,0,1,1,0.809003599919379
"C16578",0,33,"F",699979.7,"SENP","31-35",607,1,"SA","11/3/2002",175,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.809016592567787
"C4971",0,37,"M",394627.06,"SAL","36-40",448,18,"SA","6/15/2009",96,5,4,9,0,0,0,0,4,0,0,0,92940,0,0,92940,0,0,0,0,0,0,0,23235,0,0,1,1,0.809016954852268
"C12677",1,37,"F",369771.9,"SAL","36-40",205,11,"SA","11/1/1999",211,12,6,18,2,1,1,0,2,1,900,616910,80720,178870,0,877400,0,0,0,0,0,900,308455,40360,178870,0,1,0,0.809041262138635
"C3014",0,31,"M",1512259.16,"PROF","31-35",366,27,"CA","4/1/2006",134,38,3,41,2,1,0,0,0,0,19000,987690,0,0,0,1006690,0,0,0,0,0,19000,493845,0,0,0,1,0,0.809088564943522
"C11843",0,40,"F",1563180.4,"SENP","36-40",909,26,"CA","11/1/2000",199,30,3,33,1,1,1,0,0,0,3400,25640,0,332902,0,361942,0,0,0,0,0,3400,25640,0,332902,0,1,0,0.809100746642798
"C9030",0,25,"F",321857.71,"SENP","<25",551,16,"SA","10/26/2004",151,4,3,7,2,0,0,0,1,0,0,858890,0,0,0,858890,0,0,0,0,1,0,429445,0,0,0,1,1,0.809101679129526
"C4056",0,43,"F",61995.57,"SELF-EMP","41-45",234,25,"SA","5/11/2013",49,14,2,16,1,0,1,0,0,0,0,101710,0,566555,0,668265,0,0,0,0,0,0,101710,0,566555,0,1,1,0.80912575009279
"C7011",0,37,"M",84290.34,"PROF","36-40",271,12,"SA","12/29/2003",161,13,7,20,3,1,1,0,2,0,13900,418740,19710,747295,0,1199645,0,0,0,0,0,13900,139580,9855,747295,0,1,1,0.809234159765765
"C14552",0,35,"M",719541.11,"SAL","31-35",694,5,"SA","8/18/2000",201,6,5,11,1,1,1,0,2,0,5600,232260,62880,908018,0,1208758,0,0,0,0,0,5600,232260,31440,908018,0,1,0,0.809337245998904
"C717",0,52,"M",12796.22,"SELF-EMP",">50",899,22,"SA","4/25/2012",61,13,4,17,2,1,0,0,1,0,13100,633840,34860,0,0,681800,0,0,0,0,0,13100,316920,34860,0,0,1,1,0.809384522726759
"C5773",0,35,"F",102139.43,"PROF","31-35",892,24,"SA","3/10/2014",39,8,2,10,1,0,1,0,0,0,0,931870,0,464519,0,1396389,0,0,0,0,0,0,931870,0,464519,0,1,0,0.809412688948214
"C5963",0,51,"M",22756.39,"SENP",">50",151,30,"CA","9/22/2006",128,8,3,11,3,0,0,0,0,0,0,329560,0,0,0,329560,0,0,0,0,0,0,109853.33,0,0,0,1,1,0.809449616586789
"C15453",0,23,"M",1645982.68,"SELF-EMP","<25",829,4,"SA","6/22/2006",131,2,2,4,0,0,0,0,2,0,0,0,13390,0,0,13390,0,0,0,0,0,0,0,6695,0,0,1,1,0.809535352513194
"C6888",0,43,"M",3815.96,"PROF","41-45",187,31,"SA","8/19/2008",105,8,3,11,1,1,0,1,0,0,4200,360720,0,0,84631,449551,0,0,0,0,0,4200,360720,0,0,84631,1,0,0.809554777573794
"C5815",0,32,"M",81719.82,"PROF","31-35",940,31,"SA","4/11/2000",206,6,3,9,2,1,0,0,0,0,19600,459420,0,0,0,479020,0,0,0,0,0,19600,229710,0,0,0,1,1,0.80957192205824
"C17889",0,28,"M",5361.08,"SENP","26-30",953,1,"SA","1/9/1999",221,4,3,7,1,0,0,0,2,0,0,306260,60500,0,0,366760,0,0,0,0,0,0,306260,30250,0,0,1,1,0.809580204775557
"C423",0,44,"M",211941.16,"PROF","41-45",287,14,"SA","2/20/2005",147,4,3,7,2,0,0,0,1,0,0,83490,0,0,0,83490,0,0,0,0,0,0,41745,0,0,0,1,1,0.809600020991638
"C3338",0,36,"M",697522.89,"SAL","36-40",550,25,"SA","7/10/2004",155,0,1,1,1,0,0,0,0,0,0,878970,0,0,0,878970,0,0,0,0,0,0,878970,0,0,0,1,1,0.809680324979126
"C14048",0,42,"F",1410130.3,"PROF","41-45",749,7,"SA","10/30/2001",187,2,2,4,1,0,0,0,1,0,0,246300,0,0,0,246300,0,0,0,0,0,0,246300,0,0,0,1,1,0.809844196774065
"C79",0,46,"M",144481.27,"PROF","46-50",488,10,"SA","10/15/2012",56,9,5,14,1,1,1,0,2,0,19500,89120,50310,552215,0,711145,0,0,0,0,0,19500,89120,25155,552215,0,1,1,0.809862141730264
"C13849",0,39,"M",82404.29,"SAL","36-40",224,6,"SA","8/11/2003",166,7,7,14,1,1,1,0,4,1,9100,885150,80250,626309,0,1600809,0,0,0,0,0,9100,885150,20062.5,626309,0,1,0,0.809867439093068
"C9948",0,31,"M",140148.61,"PROF","31-35",707,11,"CA","5/2/2009",97,37,15,52,2,2,4,1,6,1,24100,208370,661390,783986,135435,1813281,0,0,0,0,0,12050,104185,110231.67,195996.5,135435,1,1,0.809951565461233
"C14876",1,36,"M",47528.88,"SELF-EMP","36-40",333,1,"SA","4/17/2009",98,13,7,20,0,1,1,0,5,0,18300,0,374630,483821,0,876751,0,0,0,0,0,18300,0,74926,483821,0,1,0,0.810034288559109
"C5374",0,37,"F",110146.55,"SELF-EMP","36-40",173,20,"SA","10/23/1999",211,8,6,14,1,1,0,0,4,0,15600,599470,12640,0,0,627710,0,0,0,0,0,15600,599470,3160,0,0,0,0,0.810074271867052
"C2667",0,49,"M",340840.87,"SELF-EMP","46-50",809,12,"SA","10/3/2000",200,7,7,14,2,1,0,0,4,1,1500,164330,59770,0,0,225600,0,0,0,0,0,1500,82165,14942.5,0,0,1,0,0.81008942076005
"C18304",0,45,"M",893066.5,"SENP","41-45",207,6,"CA","11/3/2009",91,51,21,72,0,2,6,1,12,0,31100,0,4584530,414755,190588,5220973,0,0,0,0,0,15550,0,382044.17,69125.83,190588,1,0,0.810164989437908
"C8843",0,35,"M",475995.49,"SELF-EMP","31-35",154,18,"SA","4/19/2012",61,4,3,7,2,0,0,0,1,0,0,214180,0,0,0,214180,0,0,0,0,0,0,107090,0,0,0,1,1,0.810176168102771
"C17785",0,31,"M",57509.2,"SAL","31-35",251,9,"SA","10/15/2007",116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.810340940253809
"C7374",0,29,"F",97200.24,"PROF","26-30",175,29,"SA","11/11/2014",31,11,2,13,0,1,1,0,0,0,2800,0,0,349154,0,351954,0,0,0,0,0,2800,0,0,349154,0,1,0,0.810385844437405
"C15794",0,52,"F",176562.77,"SELF-EMP",">50",357,9,"CA","5/27/1999",216,20,26,46,5,3,8,2,8,0,14100,180610,252350,66189,111204,624453,0,0,0,0,0,4700,36122,31543.75,8273.62,55602,1,0,0.810407882556319
"C18490",0,24,"M",25322.01,"SELF-EMP","<25",491,9,"CA","7/10/2014",35,25,32,57,1,4,10,2,15,0,90000,822240,1313440,456354,7766,2689800,1,0,0,1,0,22500,822240,87562.67,45635.4,3883,1,1,0.810413139872253
"C5575",0,27,"M",8340.02,"SAL","26-30",885,18,"CA","4/30/2002",181,28,3,31,0,0,2,0,1,0,0,0,82400,582618,0,665018,0,0,0,0,0,0,0,82400,291309,0,1,0,0.810473441146314
"C2334",0,54,"M",15040.51,"SENP",">50",319,12,"SA","12/10/2003",162,6,5,11,1,1,1,0,2,0,11700,116490,49580,348141,0,525911,0,0,0,0,0,11700,116490,24790,348141,0,1,0,0.810512907104567
"C12195",0,55,"F",1224048.47,"PROF",">50",322,27,"SA","2/6/2001",196,7,1,8,0,0,1,0,0,1,0,0,0,810490,0,810490,0,0,0,0,0,0,0,0,810490,0,1,1,0.810732727404684
"C16067",0,40,"M",349625.21,"PROF","36-40",480,4,"SA","7/25/2010",82,7,7,14,0,1,1,0,5,0,3100,0,784570,870508,0,1658178,0,0,0,0,0,3100,0,156914,870508,0,1,1,0.810778189450502
"C3030",0,48,"M",75772.66,"SAL","46-50",503,17,"SA","10/9/1999",212,12,6,18,0,1,1,0,4,0,4600,0,19200,951137,0,974937,0,0,0,0,0,4600,0,4800,951137,0,0,0,0.81080697150901
"C18020",0,28,"M",218528.22,"SELF-EMP","26-30",671,9,"SA","4/4/2007",122,10,6,16,3,1,1,0,1,0,8200,659020,0,9588,0,676808,0,0,0,0,0,8200,219673.33,0,9588,0,1,1,0.810834821779281
"C2518",0,33,"F",89116.09,"SELF-EMP","31-35",661,19,"CA","6/13/2002",180,11,13,24,2,1,4,1,5,1,8100,395700,420440,318659,184675,1327574,1,0,0,0,0,8100,197850,84088,79664.75,184675,1,0,0.810863316059113
"C10068",0,51,"M",2488835.82,"SAL",">50",366,29,"SA","12/13/2013",42,9,4,13,1,1,1,1,0,0,4600,521870,0,313623,90445,930538,0,0,0,0,0,4600,521870,0,313623,90445,1,1,0.810903611825779
"C18093",0,27,"M",415942.5,"SAL","26-30",571,3,"SA","4/22/2005",145,16,15,31,6,2,4,1,2,0,3900,888370,67380,782873,135030,1877553,0,0,0,0,0,1950,148061.67,33690,195718.25,135030,1,0,0.810947279445827
"C11279",0,54,"M",707696.72,"SAL",">50",480,13,"SA","7/15/2011",71,20,16,36,10,2,0,1,3,0,34400,870040,30940,0,114151,1049531,0,0,0,0,0,17200,87004,10313.33,0,114151,0,1,0.811083527747542
"C1477",0,45,"F",188874.58,"SENP","41-45",158,23,"SA","2/13/2001",196,4,1,5,0,1,0,0,0,0,12400,0,0,0,0,12400,0,0,0,0,0,12400,0,0,0,0,0,0,0.811129334848374
"C3451",0,51,"F",288259.96,"SENP",">50",463,24,"SA","9/28/2013",44,14,3,17,2,0,1,0,0,0,0,91960,0,560660,0,652620,0,0,0,0,0,0,45980,0,560660,0,1,1,0.811215334339067
"C17621",1,42,"M",189273.64,"SENP","41-45",711,1,"SA","1/20/1999",220,8,5,13,1,1,1,0,2,0,11100,793820,17610,695274,0,1517804,0,0,0,0,0,11100,793820,8805,695274,0,1,1,0.811248461017385
"C7991",0,23,"M",260180.1,"SAL","<25",368,21,"CA","10/23/2008",103,38,4,42,1,2,0,0,1,1,37900,159630,40140,0,0,237670,0,0,0,0,0,18950,159630,40140,0,0,1,0,0.811287774937227
"C3476",0,29,"F",1270496.77,"PROF","26-30",288,10,"SA","8/21/1999",213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.811338321538642
"C9973",0,41,"M",5587.58,"SAL","41-45",616,13,"SA","6/4/1999",216,14,7,21,2,1,0,0,4,0,13500,777100,66460,0,0,857060,0,0,0,0,0,13500,388550,16615,0,0,0,0,0.81134390947409
"C12174",0,33,"M",29236.05,"PROF","31-35",852,30,"SA","12/8/2000",198,16,1,17,1,0,0,0,0,0,0,507000,0,0,0,507000,0,0,0,0,0,0,507000,0,0,0,1,0,0.811442862497643
"C1592",0,50,"M",43491.64,"SAL","46-50",738,15,"CA","10/8/2012",56,58,2,60,2,0,0,0,0,0,0,753940,0,0,0,753940,0,0,0,0,0,0,376970,0,0,0,1,1,0.81145637948066
"C2025",0,34,"M",82137.49,"PROF","31-35",738,17,"SA","1/21/2012",64,8,6,14,2,1,1,0,2,0,1500,401080,93070,1883,0,497533,0,0,0,0,0,1500,200540,46535,1883,0,1,1,0.811517997412011
"C17941",0,55,"M",346604.19,"SELF-EMP",">50",748,7,"SA","1/20/2005",148,2,1,3,0,0,0,0,1,0,0,0,67050,0,0,67050,0,0,0,0,0,0,0,67050,0,0,0,1,0.811523157171905
"C6071",0,46,"M",509072.22,"SAL","46-50",309,17,"SA","5/1/1999",217,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.811561041744426
"C3500",0,41,"M",115979.68,"SAL","41-45",268,24,"SA","7/18/2003",166,18,1,19,1,0,0,0,0,0,0,783390,0,0,0,783390,0,0,0,0,0,0,783390,0,0,0,1,1,0.811593963764608
"C7502",0,40,"F",108884.26,"PROF","36-40",398,19,"SA","6/9/2014",36,15,8,23,0,1,1,0,6,1,11400,0,712690,700192,0,1424282,0,0,0,0,0,11400,0,118781.67,700192,0,0,0,0.811669234652072
"C4943",0,53,"M",68428.51,"SAL",">50",232,26,"SA","7/21/2014",34,2,4,6,3,0,1,0,0,0,0,383740,0,138932,0,522672,0,0,0,0,0,0,127913.33,0,138932,0,1,0,0.811785134254023
"C18694",0,33,"M",48505.33,"SENP","31-35",539,8,"CA","9/6/2005",141,3,3,6,1,0,0,0,2,0,0,527240,41350,0,0,568590,0,0,0,0,0,0,527240,20675,0,0,1,1,0.811786537989974
"C4317",0,32,"M",8915.15,"SAL","31-35",500,13,"SA","7/19/2006",130,12,6,18,2,1,1,0,2,1,12400,277040,48190,246179,0,583809,1,0,0,0,1,12400,138520,24095,246179,0,1,1,0.811847181757912
"C13365",1,43,"F",1582.15,"SELF-EMP","41-45",364,21,"SA","4/14/2009",98,4,3,7,1,1,1,0,0,1,3400,89280,0,975966,0,1068646,0,0,0,0,0,3400,89280,0,975966,0,1,1,0.811950125964358
"C19350",0,26,"M",964411.62,"SENP","26-30",420,9,"SA","11/23/2012",54,11,6,17,2,1,1,0,2,1,11600,830090,86310,670691,0,1598691,0,0,0,0,0,11600,415045,43155,670691,0,1,1,0.811995660653338
"C18291",1,48,"M",712086.58,"SAL","46-50",325,4,"CA","1/9/2008",113,51,21,72,5,2,6,1,7,0,27200,810650,940420,452796,196597,2427663,0,0,0,0,0,13600,162130,134345.71,75466,196597,1,1,0.812043441925198
"C15343",1,36,"M",4125.97,"SAL","36-40",264,4,"CA","7/4/2003",167,28,26,54,8,3,8,2,5,0,69300,657330,630640,584424,68261,2009955,1,0,0,0,1,23100,82166.25,126128,73053,34130.5,1,0,0.812068303115666
"C1759",0,38,"M",0,"SELF-EMP","36-40",803,11,"SA","2/3/2002",184,8,6,14,3,1,1,0,1,0,7800,476310,0,351008,0,835118,1,0,170,0,0,7800,158770,0,351008,0,1,0,0.812141424277797
"C14218",0,32,"M",20842.7,"SENP","31-35",152,1,"CA","6/7/1999",216,16,21,37,2,2,6,1,10,0,43300,45590,4639230,550049,45215,5323384,1,0,0,1,0,21650,22795,463923,91674.83,45215,1,1,0.812192780664191
"C2912",0,35,"M",143526.54,"SAL","31-35",300,20,"SA","3/26/2013",50,20,14,34,6,2,4,1,1,1,49000,133760,78640,663486,96603,1021489,0,0,0,0,0,24500,22293.33,78640,165871.5,96603,1,1,0.812231161631644
"C12940",1,24,"F",1530328.57,"SELF-EMP","<25",373,28,"SA","6/20/2014",35,7,4,11,3,0,0,1,0,0,0,425290,0,0,18082,443372,0,0,0,0,0,0,141763.33,0,0,18082,1,0,0.812266513006762
"C19288",0,39,"M",11048.68,"SAL","36-40",125,9,"SA","10/1/1999",212,13,7,20,2,1,0,0,4,0,4100,628590,86540,0,0,719230,1,0,0,0,1,4100,314295,21635,0,0,1,0,0.812343079829589
"C19010",1,30,"M",25481.82,"SELF-EMP","26-30",499,9,"SA","4/16/2011",74,1,1,2,0,0,0,0,1,0,0,0,77670,0,0,77670,0,0,0,0,0,0,0,77670,0,0,1,0,0.812701486051083
"C7847",0,36,"F",484349.11,"SELF-EMP","36-40",423,29,"SA","10/16/2005",140,7,1,8,1,0,0,0,0,1,0,454050,0,0,0,454050,0,0,0,0,0,0,454050,0,0,0,1,1,0.812725220108405
"C10720",0,45,"F",119160.09,"SENP","41-45",701,13,"SA","9/30/2014",32,5,4,9,2,0,0,0,2,1,0,501160,60840,0,0,562000,0,0,0,0,0,0,250580,30420,0,0,1,0,0.812786148395389
"C7837",0,34,"M",161918.24,"SELF-EMP","31-35",568,26,"SA","8/20/2004",153,8,4,12,2,2,0,0,0,1,15400,758810,0,0,0,774210,0,0,0,0,0,7700,379405,0,0,0,1,0,0.812816055025905
"C3652",0,41,"M",259102.05,"SAL","41-45",614,28,"CA","1/26/2000",208,12,1,13,1,0,0,0,0,0,0,697290,0,0,0,697290,0,0,0,0,0,0,697290,0,0,0,1,1,0.81284307083115
"C18889",0,44,"M",39862.62,"PROF","41-45",216,5,"SA","1/13/2013",53,7,7,14,3,1,1,0,2,0,16300,772580,91840,798106,0,1678826,0,0,0,0,0,16300,257526.67,45920,798106,0,1,1,0.812847691820934
"C426",0,26,"F",135706.46,"SENP","26-30",339,19,"SA","10/6/2007",116,10,5,15,0,1,0,0,4,0,13000,0,12450,0,0,25450,0,0,0,0,0,13000,0,3112.5,0,0,1,0,0.812897090101615
"C11932",0,34,"F",210550.73,"SENP","31-35",248,16,"SA","2/16/2005",148,12,6,18,1,1,0,0,4,0,13700,281260,44290,0,0,339250,0,0,0,0,0,13700,281260,11072.5,0,0,1,0,0.812899861484766
"C17867",0,46,"F",474001.71,"SENP","46-50",944,4,"SA","6/26/2005",143,10,5,15,1,1,1,0,2,0,2900,939150,53570,781372,0,1776992,1,0,0,0,1,2900,939150,26785,781372,0,1,1,0.812901890836656
"C4230",0,25,"M",198996.37,"SAL","<25",516,27,"SA","1/13/2013",53,0,2,2,2,0,0,0,0,0,0,895710,0,0,0,895710,0,0,0,0,0,0,447855,0,0,0,1,1,0.812914336565882
"C17118",0,28,"M",2812909.67,"SAL","26-30",406,6,"SA","3/16/2014",39,20,16,36,5,2,0,1,8,0,13900,688080,194640,0,191891,1088511,0,0,0,0,0,6950,137616,24330,0,191891,1,0,0.812961499439552
"C19044",0,51,"M",1738121.67,"PROF",">50",234,4,"SA","1/25/2007",124,5,4,9,2,0,0,0,2,0,0,416000,15600,0,0,431600,1,0,0,1,0,0,208000,7800,0,0,0,0,0.812988084740937
"C15895",0,26,"M",3848088.2,"SAL","26-30",749,4,"SA","1/23/2013",52,10,6,16,2,1,1,0,2,1,10200,544600,62980,137775,0,755555,0,0,0,0,0,10200,272300,31490,137775,0,1,1,0.813133684452623
"C706",0,44,"M",1503523.27,"SAL","41-45",309,13,"CA","3/1/2002",183,2,2,4,0,0,0,0,2,0,0,0,89070,0,0,89070,0,0,0,0,0,0,0,44535,0,0,0,0,0.81323227006942
"C9582",0,39,"M",1257936,"SENP","36-40",903,19,"SA","12/4/2012",54,8,6,14,1,1,0,0,4,1,3400,42810,92830,0,0,139040,0,0,0,0,0,3400,42810,23207.5,0,0,1,0,0.81324118655175
"C17928",0,27,"M",102600.96,"SENP","26-30",111,6,"CA","1/12/2001",197,12,14,26,6,2,4,1,1,0,7800,969110,68310,45431,12590,1103241,0,0,0,0,0,3900,161518.33,68310,11357.75,12590,1,0,0.813261475414038
"C5712",0,32,"F",4273193.46,"SENP","31-35",296,27,"SA","9/19/2006",128,12,1,13,1,0,0,0,0,0,0,245520,0,0,0,245520,0,0,0,0,0,0,245520,0,0,0,1,0,0.813281307229772
"C15417",0,33,"M",1645982.68,"SAL","31-35",138,2,"CA","1/7/2003",173,35,21,56,3,2,6,1,9,0,39700,58960,1821430,577746,128004,2625840,0,0,0,0,0,19850,19653.33,202381.11,96291,128004,1,1,0.813294499181211
"C7902",0,34,"F",174893.46,"PROF","31-35",158,23,"SA","3/22/2014",38,10,3,13,1,2,0,0,0,0,21800,338130,0,0,0,359930,0,0,0,0,0,10900,338130,0,0,0,1,0,0.813504212768748
"C17887",0,49,"M",30643.22,"PROF","46-50",183,7,"CA","3/25/2006",134,26,24,50,3,3,7,1,10,0,7800,862220,4414580,648930,82653,6016183,0,0,0,0,0,2600,287406.67,441458,92704.29,82653,1,1,0.813541165087372
"C11040",0,49,"M",2116102.53,"PROF","46-50",187,11,"SA","6/29/2009",95,14,8,22,3,1,0,0,4,0,9700,22220,35250,0,0,67170,0,0,0,0,0,9700,7406.67,8812.5,0,0,1,0,0.813572213286534
"C17347",0,54,"M",109046.93,"PROF",">50",448,7,"SA","4/28/2011",73,5,6,11,2,1,1,0,2,1,13600,642690,71680,241347,0,969317,0,0,0,0,0,13600,321345,35840,241347,0,1,1,0.813588709104806
"C14575",0,34,"M",790434.66,"SENP","31-35",509,9,"CA","5/24/2013",48,12,14,26,7,2,4,1,0,0,18300,724910,0,619288,171680,1534178,0,0,0,0,0,9150,103558.57,0,154822,171680,1,1,0.813590431353077
"C3721",0,40,"F",752024.68,"PROF","36-40",503,23,"SA","9/6/2004",153,0,4,4,1,3,0,0,0,1,29600,803930,0,0,0,833530,0,0,0,0,0,9866.67,803930,0,0,0,1,0,0.813610758399591
"C7610",0,45,"F",761723.57,"SENP","41-45",820,22,"CA","9/16/2013",45,11,4,15,3,1,0,0,0,0,12000,99320,0,0,0,111320,0,0,0,0,0,12000,33106.67,0,0,0,1,0,0.813613758422434
"C18213",0,23,"M",61264.07,"SELF-EMP","<25",521,3,"SA","12/21/1999",209,10,5,15,1,1,1,0,2,0,3200,682260,25970,125985,0,837415,1,0,0,0,1,3200,682260,12985,125985,0,1,1,0.813657021382824
"C16658",0,26,"F",2176320.51,"SENP","26-30",831,7,"SA","6/7/2010",84,14,7,21,1,1,1,0,4,0,5600,325480,46730,113744,0,491554,1,0,0,1,0,5600,325480,11682.5,113744,0,1,0,0.813666901551187
"C9269",0,22,"M",231989.86,"SAL","<25",209,13,"CA","9/18/2009",92,49,20,69,9,2,6,1,2,0,30900,439840,50210,992757,53444,1567151,0,0,0,0,0,15450,48871.11,25105,165459.5,53444,1,0,0.813717322191224
"C18845",0,27,"M",797633.81,"SENP","26-30",316,5,"SA","1/24/2001",196,8,5,13,2,1,1,0,1,0,19800,949820,0,352103,0,1321723,0,0,0,0,0,19800,474910,0,352103,0,1,1,0.813744530081749
